id,category,app_name,website,docs_url,one_line_description,auth_methods,credential_access,self_serve_status,api_surface,mcp_available,buildability,main_blocker,evidence_urls,confidence,verification_notes
72,Productivity and Project Management,Airtable,https://airtable.com/developers,https://airtable.com/developers/web/api/introduction,Low-code database platform built with a user-friendly spreadsheet interface.,"Personal Access Tokens (Bearer), OAuth 2.0",Self-serve PAT generation in account builder settings.,self-serve,"REST API, Webhooks",No,Easy win,None,https://airtable.com/developers/web/api/authorization,High,Verified PAT setup panel.
73,Productivity and Project Management,Linear,https://developers.linear.app,https://developers.linear.app/docs/,Issue tracking tool tailored for high-velocity software product engineering teams.,"Personal API Key (Bearer), OAuth 2.0",Self-serve generation under developer settings panel.,self-serve,"GraphQL API, Webhooks",No,Easy win,GraphQL-only structure requires schema mapping.,https://developers.linear.app/docs/graphql/working-with-graphql#authentication,High,Verified GraphQL API setup.
74,Productivity and Project Management,Jira,https://developer.atlassian.com,https://developer.atlassian.com/cloud/jira/platform/rest/v3/intro/,Enterprise project management and software development planning software.,"Basic Auth (API Token), OAuth 2.0",Self-serve API token generation inside Atlassian account security settings.,self-serve,"REST API v3, Webhooks",No,Easy win,None,https://developer.atlassian.com/cloud/jira/platform/basic-auth-for-rest-apis/,High,Checked basic auth API token generation.
75,Productivity and Project Management,Asana,https://developers.asana.com,https://developers.asana.com/reference/rest-api-reference,Workspace task management and project collaboration software.,"Personal Access Tokens (Bearer), OAuth 2.0",Self-serve token creation under Developer Console in profile settings.,self-serve,"REST API, Webhooks",No,Easy win,None,https://developers.asana.com/docs/personal-access-token,High,Checked token creation in settings.
76,Productivity and Project Management,Monday.com,https://developer.monday.com,https://developer.monday.com/api-reference/docs,Cloud workspace management software tailored for operations and teams.,"API Token (Bearer), OAuth 2.0",Self-serve API token generation under Developer settings.,self-serve,"GraphQL API, Webhooks",No,Easy win,GraphQL-only API surface requires querying boards and items using nested structures.,https://developer.monday.com/api-reference/docs/authentication,High,Checked Monday developer token page.
77,Productivity and Project Management,ClickUp,https://clickup.com/api,https://clickup.com/api/,"All-in-one productivity suite for tasks, docs, chat, and goals.","Personal API Key (Bearer), OAuth 2.0",Self-serve key generation inside user profile settings under apps.,self-serve,"REST API, Webhooks",No,Easy win,None,https://clickup.com/api/developer-portal/authentication/,High,Checked clickup personal key settings.
78,Productivity and Project Management,Coda,https://coda.io/developers,https://coda.io/developers/apis/v1,Document editor hosting collaborative tables and app widgets.,"API Token (Bearer), OAuth 2.0",Self-serve token creation under account settings developer options.,self-serve,"REST API, Webhooks",No,Easy win,None,https://coda.io/developers/apis/v1#section/Authentication,High,Verified Coda token headers.
79,Productivity and Project Management,Smartsheet,https://www.smartsheet.com/developers,https://smartsheet.redoc.ly/,Enterprise sheet management software combining spreadsheets with tracking.,"API Access Token (Bearer), OAuth 2.0",Self-serve token creation under Account settings developer tools.,self-serve,"REST API, Webhooks",No,Easy win,None,https://smartsheet.redoc.ly/#section/Authentication,High,Checked token setup in profile settings.
80,Productivity and Project Management,Harvest,https://help.getharvest.com/api-v2,https://help.getharvest.com/api-v2/,Time tracking and billing helper for agency and corporate teams.,"Personal Access Tokens (Bearer), OAuth 2.0",Self-serve token creation on the Harvest developer portal page.,self-serve,"REST API, Webhooks",No,Easy win,None,https://help.getharvest.com/api-v2/authentication/authentication/,High,Verified both bearer token and account ID header requirements.
81,Finance and Fintech,Stripe,https://stripe.com/docs/api,https://stripe.com/docs/api,Payment infrastructure allowing businesses to collect online transactions.,"Secret API Key (Bearer), Restricted Keys, OAuth 2.0",Self-serve API keys in the developer dashboard portal.,self-serve,"REST API, Webhooks, SDKs",Official MCP,Easy win,None,"https://stripe.com/docs/api/authentication, https://mcp.stripe.com",High,Verified Stripe official MCP server support.
82,Finance and Fintech,Plaid,https://plaid.com/docs,https://plaid.com/docs/api/,API network linking bank accounts to financial apps.,"Client ID + Secret (Custom Headers), OAuth 2.0",Gated. Sandbox keys are self-serve; live production access requires manual vetting.,mixed,"REST API, Link SDK",No,Buildable with caveats,"Strict production access verification, business vetting, and security compliance.",https://plaid.com/docs/api/tokens/,Medium,"Verified sandbox access is self-serve, but live keys require business vetting."
83,Finance and Fintech,Binance,https://binance-docs.github.io,https://binance-docs.github.io/apidocs/,Digital currency cryptocurrency exchange API.,API Key + HMAC SHA256 Signature,Self-serve key generation inside account profile API Management settings.,self-serve,"REST API, WebSockets",No,Easy win,Requires handling of cryptographic signatures for signed endpoints; regional access bans.,https://binance-docs.github.io/apidocs/spot/en/#key-requirements,High,Verified key creation and cryptography rules.
84,Finance and Fintech,Paygent Connect,https://paygent.com,https://www.paygent.co.jp/,Japanese payment service provider processing credit cards and convenience store transactions.,"Merchant ID + API Key, Client Certificate Auth",Gated. Developer access and sandboxes require active business partnerships.,gated,"REST API, SSL Client Certificate",No,Outreach needed,Documentation and sandbox systems are restricted to verified Japanese partner entities.,https://www.paygent.co.jp/payment/method/,Medium,Verified Paygent (NTT Data/MUFG joint venture) modules and connection requirements. Official integration guides require NDA.
85,Finance and Fintech,iPayX,https://ipayx.ai/docs,https://hvujzsdwcoweirroubeh.supabase.co/functions/v1/mcp-server/docs,MCP-native foreign exchange (FX) transaction audit engine and mid-market rate verification platform.,Bearer Token (API key: ipx_live_... / ipx_test_...),Self-serve API keys generated from user dashboard at app.ipayx.ai.,self-serve,"REST API, MCP Server",Official MCP,Easy win,None,"https://hvujzsdwcoweirroubeh.supabase.co/functions/v1/mcp-server/docs, https://github.com/iPAYX-Technologies/mcp-fx-audit",High,Verified official hosted MCP server at Supabase endpoint and open-source GitHub project for FX forensics.
86,Finance and Fintech,QuickBooks,https://developer.intuit.com,https://developer.intuit.com/app/developer/qbo/docs/develop,"Business accounting software mapping invoices, payments, and books.",OAuth 2.0,Self-serve developer dashboard account creation.,self-serve,REST API,No,Buildable,Requires complex accounting object mapping and standard OAuth token refresh handling.,https://developer.intuit.com/app/developer/qbo/docs/develop/authentication-and-authorization,Medium,Verified sandbox setup flows.
87,Finance and Fintech,Xero,https://developer.xero.com,https://developer.xero.com/documentation/,Cloud accounting software for small businesses.,OAuth 2.0,Self-serve application registration inside the Xero Developer Portal.,self-serve,"REST API, Webhooks",No,Easy win,None,https://developer.xero.com/documentation/guides/oauth2/overview/,High,Verified developer portal setup and sandbox org availability.
88,Finance and Fintech,Brex,https://developer.brex.com,https://developer.brex.com/,"Corporate card, spend management, and business banking platform.","User Token (OAuth 2.0), Client Credentials",Self-serve creation in the Brex developer console.,self-serve,"REST API, Webhooks",No,Easy win,None,https://developer.brex.com/docs/quickstart/,High,Verified developer console access.
89,Finance and Fintech,Ramp,https://docs.ramp.com,https://docs.ramp.com/developer-hub,"Finance automation platform combining corporate cards, expense reports, and bills.","OAuth 2.0 Client Credentials, API Keys",Self-serve creation via settings in the Ramp dashboard developer tab.,self-serve,"REST API, Webhooks",No,Easy win,None,https://docs.ramp.com/developer-hub/introduction,High,Verified client credentials auth flows.
90,Finance and Fintech,PitchBook,https://pitchbook.com,https://api.pitchbook.com,"Data intelligence platform tracking private capital markets, VC, and M&A deals.",Token (PB-Token header),Gated. Standalone contract addendum and active client subscription/credits required.,gated,REST API,No,Outreach needed,"Requires client subscription, NDA/contract addendum, and pay-per-credit API billing structure.",https://pitchbook.com/integrations/api,Medium,Verified token authentication headers and custom endpoint specs via client integration references.
91,AI Research and Media,NotebookLM / Gemini Enterprise API,https://cloud.google.com/gemini,https://ai.google.dev/gemini-api/docs,Google enterprise generative AI and developer LLM API network.,"API Key, OAuth 2.0",Self-serve API keys via Google AI Studio or Google Cloud Console.,self-serve,"REST API, SDKs",No,Easy win,NotebookLM lacks a public API; Gemini API is the official developer entry point.,https://ai.google.dev/gemini-api/docs,High,Verified Google AI Studio API key generation.
92,AI Research and Media,Otter AI,https://otter.ai,https://otter.ai,Voice meeting recording and automated transcripts.,OAuth 2.0 / API Key (Bearer Token),Self-serve API keys available under Settings -> API & MCP (Enterprise plan required).,gated,"REST API, MCP Server",Official MCP,Buildable with caveats,Enterprise workspace subscription required to enable developer API settings and MCP configurations.,https://otter.ai/blog/otter-announces-mcp-integration,High,Verified official release of native Model Context Protocol (MCP) server support and REST API settings.
93,AI Research and Media,Fathom,https://fathom.video,https://fathom-e4df0608.mintlify.app/,Meeting recorder and AI transcription helper for Zoom and Teams.,API Key / OAuth 2.0,Self-serve API keys generated under User Settings -> API Access.,self-serve,"REST API, Webhooks",No,Easy win,None,https://fathom-e4df0608.mintlify.app/,High,Verified public Mintlify documentation and self-serve API settings in user profile.
94,AI Research and Media,Consensus,https://consensus.app,https://docs.consensus.app/,AI-powered search engine synthesizing scientific research findings.,API Key,Self-serve API keys generated under the Integrations section of the Consensus Webapp.,self-serve,"REST API, MCP Server",Official MCP,Easy win,None,https://docs.consensus.app/,High,"Verified official developer documentation, self-serve dashboard API keys tab, and official MCP server integration."
95,AI Research and Media,Reducto,https://reducto.ai,https://studio.reducto.ai,LLM-friendly document parsing and table extraction API.,API Key (Bearer),Self-serve registration on studio.reducto.ai.,self-serve,"REST API, SDKs, CLI, MCP Server",Third-party MCP,Easy win,None,"https://studio.reducto.ai, https://reducto.ai/blog/introducing-mcp-server",High,Verified studio developer token key access.
96,AI Research and Media,Devin,https://docs.devin.ai,https://docs.devin.ai,AI software engineering agent capable of executing complex development cycles.,API Key (Bearer),Gated. Access is restricted to waitlist and enterprise customers.,gated,REST API,No,Buildable with caveats,Waitlist requirements and closed developer beta access constraints.,https://docs.devin.ai,Medium,"Verified API docs, but access is restricted to waitlist."
97,AI Research and Media,Higgsfield,https://higgsfield.ai,https://github.com/higgsfield-ai/cli,AI video generation tool built for mobile and creators.,OAuth (Higgsfield account login for MCP/CLI),Self-serve via Higgsfield account authentication when configuring the CLI or MCP server.,self-serve,"CLI, MCP Server, Python SDK",Official MCP,Easy win,None,"https://github.com/higgsfield-ai/cli, https://github.com/higgsfield-ai/skills",High,"Verified official CLI at github.com/higgsfield-ai/cli, Python SDK, and official native MCP server support."
98,AI Research and Media,Mermaid CLI,https://github.com/mermaid-js/mermaid-cli,https://github.com/mermaid-js/mermaid-cli,Command-line utility rendering Mermaid diagram text definitions to PNG/SVG.,No API/Auth (Open Source CLI Tool),No registration; code runs locally via Node process.,self-serve,CLI (NPM package 'mermaid-cli' and third-party MCP servers exist),Third-party MCP,Buildable with caveats,Local CLI utility; does not offer a public hosted REST SaaS API endpoints.,"https://github.com/mermaid-js/mermaid-cli, https://github.com/hustcc/mcp-mermaid",High,"Verified open source CLI repository, local installation models, and multiple community-developed MCP server packages."
99,AI Research and Media,YouTube Transcript,https://transcriptapi.com,https://transcriptapi.com,API retrieving video subtitles and text transcripts from YouTube.,API Key,Self-serve registration on the wrapper developer site.,self-serve,REST API,No,Easy win,None,https://transcriptapi.com,High,Verified API key configurations.
100,AI Research and Media,Grain,https://grain.com,https://developers.grain.com,AI meeting recorder capturing video highlights and meeting summaries.,Personal Access Token (PAT) / Workspace Access Token (WAT) / OAuth2,Self-serve API keys generated under Workspace settings -> Integrations -> API.,mixed,"REST API, Webhooks, MCP Server",Official MCP,Buildable with caveats,Business or Enterprise workspace subscription required to enable developer API settings and tokens.,https://developers.grain.com,High,Verified official developer portal at developers.grain.com and native MCP server support.
